Datetime,Forecasted_AEP_MW
2018-08-18 03:00:00,13014.299129247665
2018-08-18 04:00:00,12430.874091684818
2018-08-18 05:00:00,12346.914432436228
2018-08-18 06:00:00,12658.810011833906
2018-08-18 07:00:00,13206.211449742317
2018-08-18 08:00:00,13921.138653874397
2018-08-18 09:00:00,14781.588474392891
2018-08-18 10:00:00,15641.78088915348
2018-08-18 11:00:00,16448.746979713444
2018-08-18 12:00:00,17105.57587939501
2018-08-18 13:00:00,17642.566070795063
2018-08-18 14:00:00,18062.840519666675
2018-08-18 15:00:00,18418.323634147648
2018-08-18 16:00:00,18716.762559175495
2018-08-18 17:00:00,18855.181545019153
2018-08-18 18:00:00,18814.42979538441
2018-08-18 19:00:00,18761.96416282654
2018-08-18 20:00:00,18615.895039439205
2018-08-18 21:00:00,18327.959806084637
2018-08-18 22:00:00,17887.643245458607
2018-08-18 23:00:00,17242.31596499682
2018-08-19 00:00:00,16392.901936113838
2018-08-19 01:00:00,15393.254189193249
2018-08-19 02:00:00,14380.560388505459
2018-08-19 03:00:00,13485.661897778511
2018-08-19 04:00:00,12906.683112472296
2018-08-19 05:00:00,12758.375375390053
2018-08-19 06:00:00,12951.713992714882
2018-08-19 07:00:00,13333.68204665184
2018-08-19 08:00:00,13908.119013011456
2018-08-19 09:00:00,14629.563481211662
2018-08-19 10:00:00,15384.78333067894
2018-08-19 11:00:00,16144.60863018036
2018-08-19 12:00:00,16813.204718828205
2018-08-19 13:00:00,17399.763287305836
2018-08-19 14:00:00,17835.013372659687
2018-08-19 15:00:00,18194.5035648346
2018-08-19 16:00:00,18488.520489454273
2018-08-19 17:00:00,18569.103859186176
2018-08-19 18:00:00,18451.069872617725
2018-08-19 19:00:00,18221.495632052425
2018-08-19 20:00:00,17881.74020147324
2018-08-19 21:00:00,17472.25470364094
2018-08-19 22:00:00,16902.948083758358
2018-08-19 23:00:00,16214.562006533148
2018-08-20 00:00:00,15364.070811390877
2018-08-20 01:00:00,14370.42887866497
2018-08-20 02:00:00,13347.155509233475
2018-08-20 03:00:00,12418.48715993762
2018-08-20 04:00:00,11733.81545740366
2018-08-20 05:00:00,11407.253752738237
2018-08-20 06:00:00,11374.021516829729
2018-08-20 07:00:00,11522.961722910404
2018-08-20 08:00:00,11865.573108792305
2018-08-20 09:00:00,12362.918011128902
2018-08-20 10:00:00,12934.715127766132
2018-08-20 11:00:00,13559.248729288578
2018-08-20 12:00:00,14160.625417292118
2018-08-20 13:00:00,14765.757540047169
2018-08-20 14:00:00,15244.904431581497
2018-08-20 15:00:00,15646.881941318512
2018-08-20 16:00:00,15956.288464665413
2018-08-20 17:00:00,16130.655893445017
2018-08-20 18:00:00,16159.517033815386
2018-08-20 19:00:00,16058.759007573128
2018-08-20 20:00:00,15935.706569194794
2018-08-20 21:00:00,15732.321923792362
2018-08-20 22:00:00,15365.051450490952
2018-08-20 23:00:00,14837.511796236038
2018-08-21 00:00:00,14126.54652774334
2018-08-21 01:00:00,13275.966729313135
2018-08-21 02:00:00,12372.980367183685
2018-08-21 03:00:00,11491.254952281713
2018-08-21 04:00:00,10789.160097509623
2018-08-21 05:00:00,10443.251900941133
2018-08-21 06:00:00,10384.517285615206
2018-08-21 07:00:00,10489.177818462253
2018-08-21 08:00:00,10794.778362363577
2018-08-21 09:00:00,11255.819448143244
2018-08-21 10:00:00,11794.765635162592
2018-08-21 11:00:00,12416.688681274652
2018-08-21 12:00:00,13057.018640249968
2018-08-21 13:00:00,13678.574066758156
2018-08-21 14:00:00,14224.60947728157
2018-08-21 15:00:00,14758.795578718185
2018-08-21 16:00:00,15193.192767381668
2018-08-21 17:00:00,15481.571737527847
2018-08-21 18:00:00,15623.37637746334
2018-08-21 19:00:00,15645.179509580135
2018-08-21 20:00:00,15661.158356189728
2018-08-21 21:00:00,15593.257022380829
2018-08-21 22:00:00,15369.429269313812
2018-08-21 23:00:00,14960.396152496338
2018-08-22 00:00:00,14395.80783778429
2018-08-22 01:00:00,13712.893553853035
2018-08-22 02:00:00,12978.735354244709
2018-08-22 03:00:00,12263.41171643138
2018-08-22 04:00:00,11750.055071413517
2018-08-22 05:00:00,11624.08856934309
2018-08-22 06:00:00,11818.86212772131
2018-08-22 07:00:00,12219.307689011097
2018-08-22 08:00:00,12750.571082532406
2018-08-22 09:00:00,13432.936458289623
2018-08-22 10:00:00,14209.308721959591
2018-08-22 11:00:00,15049.851376652718
2018-08-22 12:00:00,15867.652520775795
2018-08-22 13:00:00,16575.02563428879
2018-08-22 14:00:00,17145.037718832496
2018-08-22 15:00:00,17624.470830202106
2018-08-22 16:00:00,18033.82570421696
2018-08-22 17:00:00,18280.159172654156
2018-08-22 18:00:00,18331.847785592083
2018-08-22 19:00:00,18313.5239533186
2018-08-22 20:00:00,18194.81763827801
2018-08-22 21:00:00,17977.77848184109
2018-08-22 22:00:00,17591.62902504206
2018-08-22 23:00:00,17009.59762835503
2018-08-23 00:00:00,16262.485099792482
2018-08-23 01:00:00,15379.389335393906
2018-08-23 02:00:00,14434.590145230293
2018-08-23 03:00:00,13593.182107746601
2018-08-23 04:00:00,12976.192992150784
2018-08-23 05:00:00,12826.397248089314
2018-08-23 06:00:00,13016.120659172535
2018-08-23 07:00:00,13459.573151886463
2018-08-23 08:00:00,14031.525384306908
2018-08-23 09:00:00,14748.67271310091
2018-08-23 10:00:00,15485.974528551102
